customer_id,purchase_date,purchase_value,days_since_last_purchase,days_since_first_purchase,time_period,campaign_exposure,customer_segment,acquisition_channel,demographics
10024,2023-02-27,97.1,41,57,0,0,Mid-Luxury,Organic,Middle Age
10024,2023-06-09,33.25,102,159,1,0,High-End Luxury,Referral,Middle Age
10024,2023-06-30,82.52,21,180,2,0,High-End Luxury,Social Media,Middle Age
10024,2023-07-20,58.15,20,200,2,0,Entry-Luxury,Paid Search,Middle Age
10024,2023-08-09,207.54,20,220,2,0,Mid-Luxury,Referral,Young Adult
10025,2023-01-05,40.87,4,4,0,0,Mid-Luxury,Organic,Middle Age
10025,2023-01-09,14.18,4,8,0,0,Entry-Luxury,Referral,Young Adult
10025,2023-01-09,175.0,0,8,0,0,High-End Luxury,Paid Search,Middle Age
10025,2023-01-10,72.03,1,9,0,0,High-End Luxury,Referral,Young Adult
10026,2023-03-03,363.25,61,61,0,0,Entry-Luxury,Referral,Young Adult
10026,2023-03-12,181.5,9,70,0,0,Mid-Luxury,Paid Search,Senior
10027,2023-01-20,24.52,19,19,0,0,Entry-Luxury,Organic,Senior
10027,2023-01-28,80.5,8,27,0,0,Entry-Luxury,Social Media,Middle Age
10027,2023-03-08,409.11,39,66,0,0,Entry-Luxury,Referral,Middle Age
10027,2023-04-07,74.16,30,96,1,0,High-End Luxury,Organic,Young Adult
10027,2023-05-13,12.68,36,132,1,0,High-End Luxury,Paid Search,Young Adult
10028,2023-01-11,162.86,10,10,0,0,Mid-Luxury,Organic,Young Adult
10028,2023-03-03,171.16,51,61,0,0,Mid-Luxury,Social Media,Middle Age
10028,2023-05-17,86.87,75,136,1,0,High-End Luxury,Organic,Young Adult
10028,2023-05-30,53.37,13,149,1,0,High-End Luxury,Social Media,Middle Age
10028,2023-06-15,18.81,16,165,1,0,High-End Luxury,Referral,Middle Age
10029,2023-01-03,260.96,2,2,0,0,Mid-Luxury,Social Media,Middle Age
10030,2023-01-04,95.91,3,3,0,0,High-End Luxury,Social Media,Young Adult
10031,2023-01-17,2.15,16,16,0,0,High-End Luxury,Social Media,Young Adult
10032,2023-01-11,352.7,10,10,0,0,Entry-Luxury,Referral,Middle Age
10032,2023-02-01,12.76,21,31,0,0,High-End Luxury,Social Media,Young Adult
10032,2023-03-01,224.65,28,59,0,0,High-End Luxury,Referral,Young Adult
10033,2023-02-10,22.87,40,40,0,0,High-End Luxury,Organic,Senior
10033,2023-03-19,249.05,37,77,0,0,High-End Luxury,Organic,Young Adult
10033,2023-03-21,53.14,2,79,0,0,Entry-Luxury,Organic,Young Adult
10033,2023-03-28,31.57,7,86,0,0,Mid-Luxury,Organic,Young Adult
10033,2023-04-03,166.87,6,92,1,0,Entry-Luxury,Social Media,Middle Age
10034,2023-01-24,64.87,23,23,0,0,Mid-Luxury,Referral,Senior
10034,2023-01-31,55.42,7,30,0,0,Entry-Luxury,Referral,Young Adult
10034,2023-03-16,105.0,44,74,0,0,High-End Luxury,Social Media,Middle Age
10034,2023-03-20,99.76,4,78,0,0,High-End Luxury,Referral,Young Adult
10034,2023-06-21,20.4,93,171,1,0,Mid-Luxury,Social Media,Middle Age
10034,2023-06-25,431.85,4,175,1,0,Mid-Luxury,Referral,Young Adult
10035,2023-03-01,49.58,59,59,0,0,Mid-Luxury,Social Media,Middle Age
10035,2023-03-12,607.57,11,70,0,0,Entry-Luxury,Organic,Young Adult
10035,2023-04-11,350.37,30,100,1,0,High-End Luxury,Paid Search,Middle Age
10035,2023-04-24,465.38,13,113,1,0,High-End Luxury,Organic,Senior
10035,2023-05-09,133.82,15,128,1,0,Mid-Luxury,Referral,Middle Age
10035,2023-06-25,68.88,47,175,1,0,High-End Luxury,Organic,Senior
10036,2023-01-29,397.55,28,28,0,0,Mid-Luxury,Paid Search,Senior
10036,2023-02-06,372.7,8,36,0,0,Mid-Luxury,Paid Search,Young Adult
10036,2023-02-27,180.7,21,57,0,0,Entry-Luxury,Organic,Young Adult
10037,2023-01-19,161.82,18,18,0,0,Entry-Luxury,Paid Search,Middle Age
10037,2023-02-19,33.97,31,49,0,0,High-End Luxury,Social Media,Senior
10037,2023-03-16,67.99,25,74,0,0,Mid-Luxury,Paid Search,Middle Age
10037,2023-06-12,434.61,88,162,1,0,High-End Luxury,Referral,Middle Age
10037,2023-07-30,140.92,48,210,2,1,Entry-Luxury,Referral,Young Adult
10038,2023-04-06,144.35,95,95,1,0,Mid-Luxury,Social Media,Middle Age
10038,2023-04-26,12.36,20,115,1,0,Mid-Luxury,Paid Search,Young Adult
10038,2023-05-13,129.1,17,132,1,0,High-End Luxury,Social Media,Young Adult
10038,2023-07-14,127.63,62,194,2,0,Mid-Luxury,Paid Search,Young Adult
10038,2023-10-20,399.99,98,292,3,0,Mid-Luxury,Organic,Young Adult
10038,2023-11-10,564.37,21,313,3,0,Mid-Luxury,Referral,Young Adult
10038,2023-11-18,237.25,8,321,3,1,High-End Luxury,Referral,Young Adult
10038,2023-12-09,195.21,21,342,3,1,High-End Luxury,Referral,Young Adult
10038,2024-02-23,529.42,76,418,4,0,Mid-Luxury,Social Media,Young Adult
10039,2023-01-01,139.97,0,0,0,0,Mid-Luxury,Paid Search,Middle Age
10039,2023-01-15,11.22,14,14,0,0,Mid-Luxury,Referral,Young Adult
10040,2023-01-04,197.59,3,3,0,0,High-End Luxury,Organic,Middle Age
10040,2023-01-09,550.65,5,8,0,0,High-End Luxury,Social Media,Middle Age
10040,2023-02-06,279.24,28,36,0,0,Mid-Luxury,Organic,Young Adult
10040,2023-02-18,68.27,12,48,0,0,Entry-Luxury,Paid Search,Young Adult
10041,2023-02-12,315.91,42,42,0,0,Mid-Luxury,Organic,Young Adult
10041,2023-03-10,402.62,26,68,0,0,Entry-Luxury,Social Media,Middle Age
10041,2023-03-22,181.11,12,80,0,0,High-End Luxury,Organic,Young Adult
10041,2023-03-30,213.66,8,88,0,0,High-End Luxury,Organic,Middle Age
10041,2023-05-03,0.4,34,122,1,0,Mid-Luxury,Paid Search,Young Adult
10041,2023-05-09,298.54,6,128,1,0,Entry-Luxury,Paid Search,Young Adult
10041,2023-05-23,165.97,14,142,1,0,Mid-Luxury,Social Media,Young Adult
10042,2023-02-11,166.82,41,41,0,0,Entry-Luxury,Social Media,Young Adult
10042,2023-02-24,280.38,13,54,0,0,High-End Luxury,Paid Search,Young Adult
10043,2023-01-05,24.93,4,4,0,0,High-End Luxury,Referral,Middle Age
10043,2023-01-18,605.2,13,17,0,0,High-End Luxury,Social Media,Middle Age
10043,2023-01-27,107.98,9,26,0,0,Mid-Luxury,Organic,Young Adult
10043,2023-02-12,172.5,16,42,0,0,Mid-Luxury,Social Media,Middle Age
10043,2023-02-18,157.8,6,48,0,0,Mid-Luxury,Social Media,Middle Age
10044,2023-01-05,138.67,4,4,0,0,Mid-Luxury,Organic,Young Adult
10045,2023-01-18,89.59,17,17,0,0,Mid-Luxury,Organic,Young Adult
10045,2023-01-19,661.98,1,18,0,0,Mid-Luxury,Organic,Young Adult
10045,2023-01-27,17.67,8,26,0,0,High-End Luxury,Social Media,Middle Age
10045,2023-02-11,230.32,15,41,0,0,High-End Luxury,Paid Search,Middle Age
10046,2023-03-23,405.61,81,81,0,0,Mid-Luxury,Paid Search,Young Adult
10046,2023-04-15,700.82,23,104,1,0,Mid-Luxury,Paid Search,Middle Age
10046,2023-07-22,53.25,98,202,2,0,High-End Luxury,Organic,Young Adult
10046,2023-09-09,23.67,49,251,2,0,High-End Luxury,Referral,Young Adult
10046,2023-10-12,143.37,33,284,3,0,High-End Luxury,Social Media,Young Adult
10046,2023-10-12,73.18,0,284,3,0,High-End Luxury,Organic,Middle Age
10046,2023-12-11,455.38,60,344,3,0,Mid-Luxury,Social Media,Middle Age
10047,2023-01-24,190.2,23,23,0,0,Mid-Luxury,Referral,Middle Age
10047,2023-01-28,133.6,4,27,0,0,High-End Luxury,Organic,Young Adult
10047,2023-03-05,311.46,36,63,0,0,High-End Luxury,Paid Search,Young Adult
10048,2023-01-08,123.57,7,7,0,0,High-End Luxury,Paid Search,Young Adult
10048,2023-01-18,434.98,10,17,0,0,Entry-Luxury,Referral,Middle Age
10048,2023-01-29,175.03,11,28,0,0,Mid-Luxury,Paid Search,Middle Age
10048,2023-02-08,225.42,10,38,0,0,High-End Luxury,Referral,Middle Age
10049,2023-01-27,419.88,26,26,0,0,Mid-Luxury,Social Media,Young Adult
10050,2023-01-07,180.4,6,6,0,0,High-End Luxury,Referral,Young Adult
10050,2023-02-13,261.36,37,43,0,0,Mid-Luxury,Organic,Middle Age
10050,2023-02-13,43.42,0,43,0,0,Mid-Luxury,Organic,Middle Age
10050,2023-09-24,39.53,223,266,2,1,High-End Luxury,Social Media,Senior
10050,2023-11-12,99.45,49,315,3,0,Entry-Luxury,Paid Search,Young Adult
10050,2023-11-14,429.11,2,317,3,1,High-End Luxury,Organic,Young Adult
10050,2024-01-11,162.65,58,375,4,0,Entry-Luxury,Organic,Middle Age
10050,2024-02-23,172.78,43,418,4,1,High-End Luxury,Social Media,Young Adult
10051,2023-01-31,443.02,30,30,0,0,High-End Luxury,Paid Search,Middle Age
10051,2023-02-22,17.7,22,52,0,0,High-End Luxury,Social Media,Young Adult
10051,2023-02-25,15.4,3,55,0,0,Mid-Luxury,Organic,Middle Age
10052,2023-01-03,160.89,2,2,0,0,Mid-Luxury,Paid Search,Young Adult
10052,2023-01-08,13.76,5,7,0,0,High-End Luxury,Referral,Middle Age
10052,2023-03-27,542.86,78,85,0,0,Mid-Luxury,Organic,Senior
10052,2023-04-17,47.23,21,106,1,0,High-End Luxury,Referral,Middle Age
10052,2023-04-20,58.74,3,109,1,0,High-End Luxury,Referral,Young Adult
10052,2023-08-02,275.97,104,213,2,1,Mid-Luxury,Social Media,Senior
10052,2023-09-28,309.66,57,270,3,0,Mid-Luxury,Social Media,Young Adult
10052,2023-10-03,622.22,5,275,3,1,Mid-Luxury,Referral,Middle Age
10053,2023-01-24,246.73,23,23,0,0,Entry-Luxury,Social Media,Young Adult
10053,2023-02-18,2.76,25,48,0,0,High-End Luxury,Social Media,Young Adult
10053,2023-03-04,175.05,14,62,0,0,Mid-Luxury,Organic,Young Adult
10053,2023-03-08,1034.52,4,66,0,0,Entry-Luxury,Social Media,Middle Age
10053,2023-03-09,52.11,1,67,0,0,Entry-Luxury,Organic,Young Adult
10053,2023-07-29,38.59,142,209,2,0,Mid-Luxury,Social Media,Young Adult
10053,2023-10-02,63.16,65,274,3,1,High-End Luxury,Referral,Young Adult
10053,2023-10-28,55.28,26,300,3,0,High-End Luxury,Social Media,Middle Age
10054,2023-02-24,82.87,54,54,0,0,Entry-Luxury,Paid Search,Middle Age
10054,2023-04-28,177.15,63,117,1,0,High-End Luxury,Paid Search,Young Adult
10054,2023-04-28,161.48,0,117,1,0,Entry-Luxury,Social Media,Senior
10054,2023-05-05,371.43,7,124,1,0,High-End Luxury,Referral,Young Adult
10054,2023-05-15,77.38,10,134,1,0,Mid-Luxury,Social Media,Young Adult
10055,2023-01-10,137.88,9,9,0,0,High-End Luxury,Organic,Senior
10055,2023-02-05,75.89,26,35,0,0,Entry-Luxury,Social Media,Young Adult
10056,2023-02-08,683.9,38,38,0,0,Entry-Luxury,Paid Search,Middle Age
10056,2023-02-24,6.64,16,54,0,0,High-End Luxury,Organic,Middle Age
10057,2023-01-18,674.8,17,17,0,0,Mid-Luxury,Social Media,Young Adult
10057,2023-04-09,126.64,81,98,1,0,Mid-Luxury,Paid Search,Young Adult
10057,2023-04-15,0.13,6,104,1,0,Mid-Luxury,Referral,Young Adult
10057,2023-09-08,68.91,146,250,2,0,High-End Luxury,Organic,Middle Age
10057,2023-10-27,158.13,49,299,3,0,Mid-Luxury,Social Media,Middle Age
10057,2024-03-07,104.45,132,431,4,0,Mid-Luxury,Paid Search,Young Adult
10058,2023-01-08,188.33,7,7,0,0,Mid-Luxury,Organic,Young Adult
10058,2023-01-13,741.09,5,12,0,0,Entry-Luxury,Paid Search,Young Adult
10058,2023-01-13,438.19,0,12,0,0,Entry-Luxury,Organic,Young Adult
10059,2023-01-03,93.1,2,2,0,0,Mid-Luxury,Referral,Middle Age
10059,2023-05-07,128.91,124,126,1,0,Entry-Luxury,Social Media,Middle Age
10059,2023-05-25,219.83,18,144,1,0,Entry-Luxury,Referral,Young Adult
10060,2023-01-28,113.72,27,27,0,0,Entry-Luxury,Social Media,Young Adult
10060,2023-04-21,200.15,83,110,1,0,Entry-Luxury,Paid Search,Middle Age
10060,2023-04-24,456.43,3,113,1,0,High-End Luxury,Organic,Middle Age
10061,2023-03-04,633.76,62,62,0,0,Mid-Luxury,Social Media,Young Adult
10061,2023-03-13,108.95,9,71,0,0,Entry-Luxury,Referral,Young Adult
10061,2023-03-25,60.13,12,83,0,0,High-End Luxury,Organic,Middle Age
10061,2023-04-20,490.19,26,109,1,0,Mid-Luxury,Social Media,Young Adult
10061,2023-04-20,106.19,0,109,1,0,Entry-Luxury,Organic,Middle Age
10062,2023-02-07,258.47,37,37,0,0,High-End Luxury,Social Media,Young Adult
10062,2023-02-19,891.71,12,49,0,0,High-End Luxury,Social Media,Middle Age
10062,2023-03-14,135.68,23,72,0,0,Mid-Luxury,Referral,Young Adult
10062,2023-03-18,35.2,4,76,0,0,Mid-Luxury,Referral,Young Adult
10062,2023-04-03,36.85,16,92,1,0,Mid-Luxury,Paid Search,Middle Age
10062,2023-04-05,80.58,2,94,1,0,Entry-Luxury,Referral,Middle Age
10062,2023-04-24,596.26,19,113,1,0,Entry-Luxury,Referral,Middle Age
10062,2023-05-04,105.42,10,123,1,0,Mid-Luxury,Referral,Young Adult
10063,2023-02-19,5.14,49,49,0,0,High-End Luxury,Paid Search,Young Adult
10064,2023-04-30,34.0,119,119,1,0,High-End Luxury,Social Media,Young Adult
10064,2023-05-04,56.65,4,123,1,0,Mid-Luxury,Organic,Young Adult
10064,2023-06-25,117.37,52,175,1,0,Mid-Luxury,Organic,Senior
10065,2023-02-12,242.23,42,42,0,0,Mid-Luxury,Social Media,Young Adult
10065,2023-02-18,14.38,6,48,0,0,Entry-Luxury,Referral,Middle Age
10066,2023-01-05,160.76,4,4,0,0,High-End Luxury,Social Media,Middle Age
10066,2023-05-03,271.17,118,122,1,0,Mid-Luxury,Paid Search,Middle Age
10066,2023-05-07,7.95,4,126,1,0,High-End Luxury,Referral,Young Adult
10067,2023-02-03,529.41,33,33,0,0,Entry-Luxury,Referral,Young Adult
10067,2023-02-22,46.85,19,52,0,0,Mid-Luxury,Organic,Middle Age
10068,2023-01-16,209.61,15,15,0,0,Mid-Luxury,Organic,Young Adult
10068,2023-03-17,257.9,60,75,0,0,Mid-Luxury,Social Media,Young Adult
10068,2023-07-12,95.93,117,192,2,1,Entry-Luxury,Organic,Young Adult
10068,2023-07-22,142.91,10,202,2,0,Entry-Luxury,Organic,Young Adult
10068,2023-08-31,79.45,40,242,2,1,High-End Luxury,Paid Search,Young Adult
10068,2023-09-21,105.79,21,263,2,0,High-End Luxury,Referral,Young Adult
10068,2023-09-26,0.01,5,268,2,1,Mid-Luxury,Social Media,Young Adult
10069,2023-01-25,262.98,24,24,0,0,Mid-Luxury,Social Media,Young Adult
10069,2023-02-09,145.25,15,39,0,0,High-End Luxury,Paid Search,Middle Age
10071,2023-01-24,49.36,23,23,0,0,High-End Luxury,Referral,Young Adult
10071,2023-02-05,113.13,12,35,0,0,Mid-Luxury,Organic,Young Adult
10072,2023-01-06,86.66,5,5,0,0,Mid-Luxury,Referral,Young Adult
10072,2023-02-17,22.29,42,47,0,0,Mid-Luxury,Referral,Senior
10073,2023-02-02,189.26,32,32,0,0,Mid-Luxury,Organic,Middle Age
10074,2023-01-09,30.44,8,8,0,0,Mid-Luxury,Referral,Young Adult
10074,2023-01-10,89.39,1,9,0,0,High-End Luxury,Social Media,Young Adult
10074,2023-02-19,181.31,40,49,0,0,High-End Luxury,Social Media,Middle Age
10074,2023-03-21,25.56,30,79,0,0,Mid-Luxury,Referral,Young Adult
10074,2023-05-27,18.84,67,146,1,0,Mid-Luxury,Paid Search,Young Adult
10074,2023-08-20,177.35,85,231,2,0,Mid-Luxury,Referral,Young Adult
10075,2023-01-30,343.73,29,29,0,0,Entry-Luxury,Organic,Middle Age
10075,2023-04-15,10.31,75,104,1,0,Entry-Luxury,Paid Search,Young Adult
10075,2023-07-14,14.31,90,194,2,0,Entry-Luxury,Referral,Senior
10075,2023-08-22,358.73,39,233,2,0,Mid-Luxury,Social Media,Middle Age
10075,2023-10-30,99.89,69,302,3,0,High-End Luxury,Social Media,Middle Age
10077,2023-01-06,224.07,5,5,0,0,High-End Luxury,Social Media,Young Adult
10077,2023-01-15,176.17,9,14,0,0,High-End Luxury,Social Media,Middle Age
10077,2023-02-28,811.87,44,58,0,0,High-End Luxury,Referral,Middle Age
10077,2023-05-05,301.06,66,124,1,0,Mid-Luxury,Paid Search,Senior
10077,2023-05-06,100.82,1,125,1,0,High-End Luxury,Paid Search,Middle Age
10077,2023-05-07,81.35,1,126,1,0,High-End Luxury,Referral,Young Adult
10079,2023-02-16,148.91,46,46,0,0,High-End Luxury,Social Media,Senior
10079,2023-03-24,99.88,36,82,0,0,Entry-Luxury,Organic,Senior
10080,2023-02-06,0.19,36,36,0,0,Mid-Luxury,Social Media,Senior
10080,2023-03-02,293.45,24,60,0,0,Mid-Luxury,Paid Search,Senior
10080,2023-04-08,93.21,37,97,1,0,Mid-Luxury,Paid Search,Young Adult
10080,2023-05-29,83.93,51,148,1,0,Mid-Luxury,Organic,Young Adult
10080,2023-06-21,19.17,23,171,1,0,Mid-Luxury,Referral,Middle Age
10080,2023-07-20,34.75,29,200,2,0,High-End Luxury,Paid Search,Young Adult
10081,2023-01-02,7.06,1,1,0,0,Entry-Luxury,Paid Search,Young Adult
10081,2023-04-09,417.34,97,98,1,0,Entry-Luxury,Referral,Young Adult
10081,2023-05-24,390.29,45,143,1,0,Mid-Luxury,Paid Search,Young Adult
10082,2023-02-16,21.7,46,46,0,0,Mid-Luxury,Paid Search,Young Adult
10082,2023-02-19,113.4,3,49,0,0,Mid-Luxury,Paid Search,Senior
10083,2023-01-31,27.15,30,30,0,0,Entry-Luxury,Organic,Young Adult
10083,2023-02-10,247.15,10,40,0,0,Mid-Luxury,Social Media,Middle Age
10083,2023-03-26,699.48,44,84,0,0,High-End Luxury,Referral,Middle Age
10084,2023-01-18,55.19,17,17,0,0,Entry-Luxury,Organic,Young Adult
10084,2023-01-26,774.1,8,25,0,0,High-End Luxury,Social Media,Middle Age
10085,2023-03-22,35.03,80,80,0,0,Entry-Luxury,Social Media,Young Adult
10085,2023-05-05,155.7,44,124,1,0,Mid-Luxury,Organic,Young Adult
10085,2023-05-30,407.51,25,149,1,0,High-End Luxury,Paid Search,Young Adult
10085,2023-06-30,129.79,31,180,2,0,Mid-Luxury,Paid Search,Young Adult
10085,2023-09-02,127.6,64,244,2,0,Mid-Luxury,Organic,Middle Age
10086,2023-01-03,493.02,2,2,0,0,High-End Luxury,Organic,Middle Age
10086,2023-01-29,81.53,26,28,0,0,High-End Luxury,Paid Search,Middle Age
10087,2023-01-29,243.85,28,28,0,0,Mid-Luxury,Organic,Young Adult
10087,2023-02-17,1.99,19,47,0,0,Entry-Luxury,Organic,Young Adult
10088,2023-01-06,223.23,5,5,0,0,Mid-Luxury,Paid Search,Senior
10088,2023-01-10,12.29,4,9,0,0,High-End Luxury,Referral,Young Adult
10088,2023-03-03,112.42,52,61,0,0,Mid-Luxury,Social Media,Young Adult
10088,2023-03-27,357.49,24,85,0,0,Mid-Luxury,Referral,Young Adult
10088,2023-04-17,183.38,21,106,1,0,Mid-Luxury,Social Media,Young Adult
10089,2023-01-15,142.9,14,14,0,0,Mid-Luxury,Referral,Young Adult
